	Source	Length	Incompatibility Group	Predicted Plasmid/ICE	Phylum
UMGS564_SRR2726136_bin.31_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnoclostridium_NODE_56_length_124917_cov_11.594240	Genome Set	124917	N/A	ICE	Firmicutes
13470_2_65_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_.13470_2_65.17	Genome Set	139608	N/A	ICE	Bacteroidetes
NZ_DS996920.1_[Bacteroides]_pectinophilus_ATCC_43243_Scfld_02_0_genomic_scaffold__whole_genome_shotgun_sequence	Genome Set	29332	N/A	ICE	Firmicutes
UMGS725_SRR6054488_bin.26_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_NODE_799_length_11330_cov_8.175166	Genome Set	11330	N/A	ICE	Firmicutes
UMGS698_ERR414252_bin.16_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NODE_73_length_119172_cov_33.443060	Genome Set	119172	N/A	ICE	Bacteroidetes
NZ_ACCL02000002.1_Marvinbryantia_formatexigens_DSM_14469_B_formatexigens-1.0.1_Cont1.1__whole_genome_shotgun_sequence	Genome Set	319694	N/A	ICE	Firmicutes
20427_4_25_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnobacterium_.20427_4_25.18	Genome Set	52463	N/A	ICE	Firmicutes
UMGS469_SRR5275479_bin.2_Bacteroidetes_Bacteroidia_Bacteroidales_NA_NA_NODE_32_length_130808_cov_27.579635	Genome Set	130808	N/A	ICE	Bacteroidetes
UMGS372_SRR6028394_bin.25_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_NODE_3_length_261985_cov_12.244752	Genome Set	261985	N/A	ICE	Bacteroidetes
21673_4_18_Firmicutes_Clostridia_Clostridiales_NA_NA_.21673_4_18.7	Genome Set	215741	N/A	ICE	Firmicutes
UMGS1096_SRR5057037_bin.59_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_NODE_827_length_41532_cov_6.330617	Genome Set	41532	N/A	N/A	Firmicutes
UMGS1546_SRR5056698_bin.29_Actinobacteria_Actinobacteria_Coriobacteriales_Coriobacteriaceae_Collinsella_NODE_1058_length_27934_cov_15.550701	Genome Set	27934	N/A	ICE	Actinobacteria
UMGS2011_ERR2013565_bin.54_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_NODE_3877_length_10072_cov_3.612858	Genome Set	10072	N/A	N/A	Firmicutes
12718_7_94_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_.12718_7_94.16	Genome Set	70133	N/A	ICE	Firmicutes
20298_3_39_Firmicutes_Clostridia_Clostridiales_NA_NA_.20298_3_39.2	Genome Set	479178	N/A	ICE	Firmicutes
UMGS1367_SRR4408158_bin.11_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Enterococcus_NODE_609_length_11015_cov_18.4545	Genome Set	11015	N/A	Plasmid	Firmicutes
NZ_GG662012.1_Coprococcus_comes_ATCC_27758_genomic_scaffold_Scfld7__whole_genome_shotgun_sequence	Genome Set	307897	N/A	ICE	Firmicutes
13414_6_34_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_.13414_6_34.13	Genome Set	201508	N/A	ICE	Firmicutes
UMGS363_ERR1305900_bin.6_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_NODE_155_length_102011_cov_8.363824	Genome Set	102011	N/A	N/A	Firmicutes
8080_1_78_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_ERS138176.8080_1_78.32	Genome Set	83786	N/A	ICE	Firmicutes
13414_6_17_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Ruminococcus_.13414_6_17.17	Genome Set	69805	N/A	ICE	Firmicutes
UMGS1126_ERR414269_bin.20_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_NA_NODE_7451_length_3988_cov_5.113654	Genome Set	3988	N/A	Plasmid	Bacteroidetes
20298_3_30_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_NA_.20298_3_30.12	Genome Set	74664	N/A	ICE	Bacteroidetes
UMGS1684_ERR011192_bin.15_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_NODE_558_length_11413_cov_23.0836	Genome Set	11413	N/A	ICE	Bacteroidetes
UMGS1111_ERR414291_bin.37_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_NA_NODE_624_length_35281_cov_3.775649	Genome Set	35281	N/A	ICE	Bacteroidetes
20287_6_88_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_.20287_6_88.8	Genome Set	280286	N/A	ICE	Firmicutes
NZ_LN909053.1_Paenibacillus_sp._MT18_genome_assembly_Paenibacillus_rubiinfantis__scaffold_scaffold00007__whole_genome_shotgun_sequence	Genome Set	2414	N/A	N/A	Firmicutes
NZ_DS547029.1_Clostridium_sp._SS2_1_Scfld_03_33_genomic_scaffold__whole_genome_shotgun_sequence	Genome Set	587063	N/A	ICE	Firmicutes
NZ_JH376876.1_Clostridium_clostridioforme_2_1_49FAA_genomic_scaffold_supercont1.7__whole_genome_shotgun_sequence	Genome Set	268514	N/A	ICE	Firmicutes
UMGS1064_ERR321174_bin.8_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Parabacteroides_NODE_409_length_14853_cov_3.68692	Genome Set	14853	N/A	ICE	Bacteroidetes
UMGS1938_SRR5963258_bin.3_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Dysgonomonas_NODE_2_length_618099_cov_108.033797	Genome Set	618099	N/A	ICE	Bacteroidetes
UMGS199_SRR4408188_bin.8_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Ruminococcus_NODE_25_length_72439_cov_21.6815	Genome Set	72439	N/A	ICE	Firmicutes
20287_6_88_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_.20287_6_88.17	Genome Set	120030	N/A	ICE	Firmicutes
13414_6_33_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_.13414_6_33.2	Genome Set	291015	N/A	ICE	Firmicutes
UMGS1234_SRR3582140_bin.13_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_345_length_27477_cov_8.887207	Genome Set	27477	N/A	ICE	Firmicutes
13414_6_60_Firmicutes_Clostridia_Clostridiales_NA_NA_.13414_6_60.8	Genome Set	136515	N/A	ICE	Firmicutes
UMGS1297_SRR3917587_bin.20_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_NODE_10_length_259892_cov_26.361808	Genome Set	259892	N/A	ICE	Firmicutes
NZ_LT594621.1_Culturomica_massiliensis_strain_Marseille-P2698__whole_genome_shotgun_sequence	Genome Set	4124789	N/A	ICE	Bacteroidetes
12718_7_84_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_NA_.12718_7_84.5	Genome Set	289744	N/A	ICE	Firmicutes
UMGS161_ERR525920_bin.17_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_NODE_10_length_201557_cov_7.82203	Genome Set	201557	N/A	ICE	Firmicutes
20287_6_6_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Klebsiella_.20287_6_6.23	Genome Set	33706	IncFII	Plasmid	Proteobacteria
11861_6_58_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_.11861_6_58.23	Genome Set	49668	N/A	ICE	Firmicutes
13470_2_81_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_.13470_2_81.5	Genome Set	146457	N/A	ICE	Firmicutes
UMGS1234_SRR3582140_bin.13_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_112_length_54952_cov_11.258338	Genome Set	54952	N/A	ICE	Firmicutes
UMGS474_ERR1305901_bin.42_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_3494_length_14625_cov_7.111462	Genome Set	14625	N/A	ICE	Firmicutes
UMGS698_ERR414252_bin.16_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NODE_66_length_122552_cov_34.078230	Genome Set	122552	N/A	ICE	Bacteroidetes
NZ_GL882693.1_Bacteroides_fluxus_YIT_12057_genomic_scaffold_Scfld385__whole_genome_shotgun_sequence	Genome Set	96535	N/A	ICE	Bacteroidetes
UMGS50_ERR1293691_bin.12_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_NODE_1_length_459252_cov_26.627145	Genome Set	459252	N/A	ICE	Bacteroidetes
UMGS35_ERR525726_bin.20_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_NODE_494_length_21272_cov_41.3535	Genome Set	21272	N/A	ICE	Firmicutes
UMGS785_ERR1297697_bin.13_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_133_length_81764_cov_7.997981	Genome Set	81764	N/A	ICE	Firmicutes
NZ_KQ235848.1_[Clostridium]_bolteae_WAL-14578_genomic_scaffold_supercont1.4__whole_genome_shotgun_sequence	Genome Set	625355	N/A	ICE	Firmicutes
NZ_LN877939.1_Gabonia_massiliensis_strain_GM3__whole_genome_shotgun_sequence	Genome Set	1352085	N/A	ICE	Bacteroidetes
8080_1_78_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_ERS138176.8080_1_78.37	Genome Set	72352	N/A	ICE	Firmicutes
UMGS467_SRR5127501_bin.31_Actinobacteria_Actinobacteria_Coriobacteriales_Coriobacteriaceae_Collinsella_NODE_139_length_52930_cov_10.242686	Genome Set	52930	N/A	ICE	Actinobacteria
NZ_GL882697.1_Bacteroides_fluxus_YIT_12057_genomic_scaffold_Scfld446__whole_genome_shotgun_sequence	Genome Set	132721	N/A	ICE	Bacteroidetes
UMGS991_ERR1620299_bin.39_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_NA_NODE_374_length_65081_cov_7.190739	Genome Set	65081	N/A	ICE	Firmicutes
NZ_JH815222.1_Clostridium_sp._7_2_43FAA_genomic_scaffold_supercont2.3__whole_genome_shotgun_sequence	Genome Set	3226588	N/A	ICE	Firmicutes
UMGS531_ERR1018228_bin.33_Tenericutes_Mollicutes_NA_NA_NA_NODE_159_length_80230_cov_25.673265	Genome Set	80230	N/A	Plasmid	Tenericutes
NZ_KI260449.1_Ruminococcus_callidus_ATCC_27760_genomic_scaffold_Scaffold549__whole_genome_shotgun_sequence	Genome Set	118054	N/A	ICE	Firmicutes
NZ_JH379466.1_Prevotella_stercorea_DSM_18206_genomic_scaffold_Scfld1385__whole_genome_shotgun_sequence	Genome Set	17608	N/A	ICE	Bacteroidetes
UMGS120_ERR1018284_bin.6_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_NODE_7_length_81099_cov_7.224557	Genome Set	81099	N/A	ICE	Bacteroidetes
NZ_DS499718.1_Clostridium_scindens_ATCC_35704_Scfld_02_40_genomic_scaffold__whole_genome_shotgun_sequence	Genome Set	383277	N/A	ICE	Firmicutes
20287_6_37_Firmicutes_Clostridia_Clostridiales_NA_NA_.20287_6_37.61	Genome Set	5656	N/A	Plasmid	Firmicutes
NZ_HE611014.1_Senegalimassilia_anaerobia_JC110__type_strain_JC110T__genomic_scaffold__scaffold00001__whole_genome_shotgun_sequence	Genome Set	782271	N/A	ICE	Actinobacteria
UMGS1717_SRR5057039_bin.40_Firmicutes_Clostridia_Clostridiales_Oscillospiraceae_Oscillibacter_NODE_3584_length_12687_cov_7.039503	Genome Set	12687	N/A	ICE	Firmicutes
14207_7_86_Firmicutes_Clostridia_Clostridiales_NA_NA_.14207_7_86.2	Genome Set	619054	N/A	ICE	Firmicutes
21673_4_87_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_.21673_4_87.1	Genome Set	949954	N/A	ICE	Firmicutes
13414_6_20_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_.13414_6_20.1	Genome Set	625992	N/A	ICE	Firmicutes
21673_4_37_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_.21673_4_37.7	Genome Set	157631	N/A	ICE	Firmicutes
14207_7_56_Firmicutes_Clostridia_Clostridiales_NA_NA_.14207_7_56.37	Genome Set	11954	N/A	ICE	Firmicutes
NZ_KQ033909.1_Parabacteroides_sp._HGS0025_genomic_scaffold_aczIs-supercont1.8__whole_genome_shotgun_sequence	Genome Set	30788	N/A	ICE	Bacteroidetes
UMGS342_ERR688517_bin.19_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_2561_length_12166_cov_22.112707	Genome Set	12166	N/A	ICE	Firmicutes
UMGS1315_SRR2155318_bin.4_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_55_length_96039_cov_12.063688	Genome Set	96039	N/A	ICE	Firmicutes
UMGS601_SRR6028332_bin.7_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_NA_NODE_4_length_145256_cov_17.874023	Genome Set	145256	N/A	ICE	Bacteroidetes
13414_6_20_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_.13414_6_20.6	Genome Set	212672	N/A	ICE	Firmicutes
14207_6_9_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_.14207_6_9.52	Genome Set	23983	N/A	ICE	Bacteroidetes
UMGS1540_SRR3993002_bin.12_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_7617_length_6459_cov_3.765121	Genome Set	6459	N/A	N/A	Firmicutes
UMGS218_SRR5580022_bin.2_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NODE_14_length_123968_cov_7.152901	Genome Set	123968	N/A	ICE	Bacteroidetes
UMGS1151_ERR414319_bin.36_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_869_length_30974_cov_3.579902	Genome Set	30974	N/A	ICE	Firmicutes
UMGS328_ERR1293610_bin.26_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NODE_266_length_44415_cov_9.342651	Genome Set	44415	N/A	ICE	Bacteroidetes
UMGS375_DRR042341_bin.5_Actinobacteria_Actinobacteria_Coriobacteriales_Coriobacteriaceae_Collinsella_NODE_44_length_94556_cov_12.667873	Genome Set	94556	N/A	ICE	Actinobacteria
12718_7_73_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_.12718_7_73.6	Genome Set	356163	N/A	ICE	Firmicutes
UMGS1558_ERR1578626_bin.68_Actinobacteria_Actinobacteria_Coriobacteriales_Coriobacteriaceae_Collinsella_NODE_457_length_51337_cov_5.134219	Genome Set	51337	N/A	ICE	Actinobacteria
UMGS335_ERR1190610_bin.12_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_NODE_1108_length_7565_cov_4.89587	Genome Set	7565	N/A	ICE	Firmicutes
20298_3_62_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_.20298_3_62.1	Genome Set	713764	N/A	ICE	Firmicutes
UMGS57_SRR2155361_bin.23_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_643_length_19055_cov_8.986579	Genome Set	19055	N/A	ICE	Firmicutes
UMGS1199_SRR3917587_bin.52_Tenericutes_NA_NA_NA_NA_NODE_502_length_34326_cov_5.803974	Genome Set	34326	N/A	N/A	Tenericutes
13470_2_93_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_.13470_2_93.35	Genome Set	21187	N/A	Plasmid	Firmicutes
UMGS1607_SRR6054490_bin.8_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_NODE_192_length_40723_cov_11.253000	Genome Set	40723	N/A	ICE	Firmicutes
NZ_KI271189.1_Eubacterium_ramulus_ATCC_29099_genomic_scaffold_Scaffold864__whole_genome_shotgun_sequence	Genome Set	1691	N/A	N/A	Firmicutes
UMGS1651_SRR3917587_bin.7_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_5109_length_4384_cov_24.083391	Genome Set	4384	N/A	N/A	Firmicutes
UMGS1628_SRR5056930_bin.3_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_NODE_1639_length_17344_cov_4.012956	Genome Set	17344	N/A	ICE	Firmicutes
UMGS1488_SRR5057076_bin.64_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_NODE_4861_length_10443_cov_3.729111	Genome Set	10443	N/A	ICE	Firmicutes
UMGS669_SRR5275456_bin.26_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Ruminococcus_NODE_1156_length_21467_cov_68.0243	Genome Set	21467	N/A	ICE	Firmicutes
UMGS658_SRR2155387_bin.7_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_106_length_80246_cov_21.1442	Genome Set	80246	N/A	ICE	Firmicutes
21673_4_19_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_.21673_4_19.24	Genome Set	35860	N/A	ICE	Firmicutes
UMGS929_SRR6054493_bin.5_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_284_length_18339_cov_38.253336	Genome Set	18339	N/A	ICE	Firmicutes
UMGS1534_ERR1620311_bin.17_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NODE_21_length_212253_cov_7.318208	Genome Set	212253	N/A	ICE	Bacteroidetes
UMGS476_SRR6028211_bin.4_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_NODE_1012_length_8027_cov_53.958731	Genome Set	8027	N/A	ICE	Bacteroidetes
NZ_LN898211.1_Olsenella_sp._SIT9_genome_assembly_Olsenella_massiliensis__scaffold_scaffold00013__whole_genome_shotgun_sequence	Genome Set	903327	N/A	ICE	Actinobacteria
18048_2_82_Firmicutes_Clostridia_Clostridiales_NA_NA_.18048_2_82.28	Genome Set	44529	N/A	ICE	Firmicutes
NZ_GG730309.1_Clostridium_sp._M62_1_genomic_scaffold_Scfld0__whole_genome_shotgun_sequence	Genome Set	947737	N/A	ICE	Firmicutes
8080_1_72_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_ERS138170.8080_1_72.1	Genome Set	896810	N/A	ICE	Firmicutes
20298_3_59_Firmicutes_Clostridia_Clostridiales_NA_NA_.20298_3_59.6	Genome Set	542219	N/A	ICE	Firmicutes
13414_6_39_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_NA_.13414_6_39.6	Genome Set	172853	N/A	ICE	Firmicutes
UMGS1684_ERR011192_bin.15_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_NODE_37_length_67171_cov_22.1585	Genome Set	67171	N/A	ICE	Bacteroidetes
UMGS1045_SRR3108056_bin.25_Tenericutes_NA_NA_NA_NA_NODE_774_length_36912_cov_14.900263	Genome Set	36912	N/A	Plasmid	Tenericutes
NZ_CYUJ01000002.1_Neofamilia_massiliensis_strain_SIT13__whole_genome_shotgun_sequence	Genome Set	940216	rep_cluster_1663	ICE	Firmicutes
13414_6_37_Firmicutes_Clostridia_Clostridiales_NA_NA_.13414_6_37.3	Genome Set	174567	N/A	ICE	Firmicutes
13414_6_67_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_.13414_6_67.5	Genome Set	148362	N/A	ICE	Firmicutes
UMGS1369_SRR5050586_bin.6_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_NODE_65_length_155880_cov_5.464027	Genome Set	155880	N/A	ICE	Firmicutes
UMGS1016_ERR688512_bin.48_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnobacterium_NODE_192_length_72327_cov_17.659204	Genome Set	72327	N/A	ICE	Firmicutes
NZ_GG730311.1_Clostridium_sp._M62_1_genomic_scaffold_Scfld2__whole_genome_shotgun_sequence	Genome Set	463016	N/A	ICE	Firmicutes
12718_7_84_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_NA_.12718_7_84.1	Genome Set	559371	N/A	ICE	Firmicutes
13414_6_68_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_.13414_6_68.10	Genome Set	102183	N/A	ICE	Firmicutes
UMGS1953_SRR5127782_bin.22_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_4309_length_3236_cov_3.282930	Genome Set	3236	N/A	N/A	Firmicutes
UMGS1654_ERR636353_bin.86_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NODE_769_length_43368_cov_31.903447	Genome Set	43368	N/A	ICE	Bacteroidetes
NZ_KE340299.1_Propionibacterium_sp._HGH0353_genomic_scaffold_acHMY-supercont1.1__whole_genome_shotgun_sequence	Genome Set	2735781	N/A	ICE	Actinobacteria
12718_7_47_Firmicutes_Clostridia_Clostridiales_NA_NA_.12718_7_47.5	Genome Set	354833	N/A	ICE	Firmicutes
NZ_JH414706.1_Subdoligranulum_sp._4_3_54A2FAA_genomic_scaffold_supercont1.9__whole_genome_shotgun_sequence	Genome Set	1729404	N/A	ICE	Firmicutes
14207_7_50_Firmicutes_Clostridia_Clostridiales_NA_NA_.14207_7_50.4	Genome Set	228941	N/A	ICE	Firmicutes
NC_011593.1_Bifidobacterium_longum_subsp._infantis_ATCC_15697__complete_genome	Genome Set	2832748	rep_cluster_475	ICE	Actinobacteria
21673_4_3_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_.21673_4_3.12	Genome Set	48307	N/A	ICE	Firmicutes
13470_2_91_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_.13470_2_91.14	Genome Set	58221	N/A	ICE	Firmicutes
UMGS38_ERR209883_bin.22_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_NODE_84_length_54359_cov_6.276738	Genome Set	54359	N/A	ICE	Firmicutes
UMGS1187_ERR011350_bin.8_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_150_length_29933_cov_6.83426	Genome Set	29933	N/A	ICE	Firmicutes
14207_7_89_Firmicutes_Clostridia_Clostridiales_NA_NA_.14207_7_89.8	Genome Set	105254	N/A	ICE	Firmicutes
UMGS21_ERR525840_bin.18_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_11_length_246105_cov_28.5995	Genome Set	246105	N/A	ICE	Firmicutes
20298_3_65_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_.20298_3_65.1	Genome Set	307032	N/A	ICE	Firmicutes
NZ_GL520132.1_Erysipelotrichaceae_bacterium_3_1_53_genomic_scaffold_supercont1.1__whole_genome_shotgun_sequence	Genome Set	524289	N/A	ICE	Tenericutes
13470_2_93_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_.13470_2_93.12	Genome Set	108184	N/A	ICE	Firmicutes
NZ_KE993553.1_Clostridium_sp._ATCC_29733_genomic_scaffold_Scaffold18__whole_genome_shotgun_sequence	Genome Set	176422	N/A	ICE	Firmicutes
UMGS1533_ERR1190600_bin.25_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_NODE_569_length_42337_cov_4.098032	Genome Set	42337	N/A	ICE	Firmicutes
UMGS1205_ERR209515_bin.8_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NODE_373_length_31059_cov_54.425397	Genome Set	31059	N/A	ICE	Bacteroidetes
20298_2_28_Firmicutes_Clostridia_Clostridiales_NA_NA_.20298_2_28.4	Genome Set	364327	N/A	ICE	Firmicutes
NZ_KQ033914.1_Parabacteroides_goldsteinii_DSM_19448_=_WAL_12034_genomic_scaffold_aczIT-supercont1.3__whole_genome_shotgun_sequence	Genome Set	389600	N/A	ICE	Bacteroidetes
NZ_HG005167.1_Nesterenkonia_massiliensis_strain_NP1__whole_genome_shotgun_sequence	Genome Set	348664	N/A	ICE	Actinobacteria
13414_6_47_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnobacterium_.13414_6_47.8	Genome Set	183534	N/A	ICE	Firmicutes
NZ_HE978578.1_Bacteroidales_bacterium_ph8_genomic_scaffold__scaffold00002__whole_genome_shotgun_sequence	Genome Set	1048151	N/A	ICE	Bacteroidetes
UMGS1019_SRR1757434_bin.5_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Dialister_NODE_1_length_239157_cov_7.736560	Genome Set	239157	N/A	ICE	Firmicutes
UMGS1617_ERR525879_bin.28_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_NODE_1801_length_17587_cov_7.758841	Genome Set	17587	N/A	ICE	Firmicutes
NZ_ACFY01000158.1_Roseburia_inulinivorans_DSM_16841_R_inulinivorans-1.0.1_Cont569.1__whole_genome_shotgun_sequence	Genome Set	57343	N/A	ICE	Firmicutes
NZ_AAVM02000003.1_Bacteroides_caccae_ATCC_43185_B_caccae-MSIQ_Cont1328__whole_genome_shotgun_sequence	Genome Set	500031	N/A	ICE	Bacteroidetes
NZ_HG726023.1_Bacteroides_neonati_strain_MS4__whole_genome_shotgun_sequence	Genome Set	595790	N/A	ICE	Bacteroidetes
13414_6_20_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_.13414_6_20.11	Genome Set	120295	N/A	ICE	Firmicutes
13414_6_32_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_.13414_6_32.4	Genome Set	380409	N/A	ICE	Firmicutes
UMGS341_ERR688549_bin.7_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_NODE_137_length_83820_cov_16.009228	Genome Set	83820	N/A	ICE	Firmicutes
14207_7_43_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_.14207_7_43.4	Genome Set	173976	N/A	ICE	Firmicutes
21673_4_53_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_.21673_4_53.11	Genome Set	133473	N/A	ICE	Firmicutes
NZ_FLKL01000002.1_Clostridium_sp._Marseille-P2538__whole_genome_shotgun_sequence	Genome Set	4143223	N/A	ICE	Firmicutes
14207_7_9_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospira_.14207_7_9.13	Genome Set	16292	N/A	ICE	Firmicutes
NZ_AP012324.1_Bifidobacterium_breve_DSM_20213_=_JCM_1192_DNA__complete_genome	Genome Set	2269415	N/A	ICE	Actinobacteria
20298_3_36_Firmicutes_Clostridia_Clostridiales_Clostridiales_Family_XI_Peptoniphilus_.20298_3_36.1	Genome Set	695826	N/A	ICE	Firmicutes
NZ_GG730310.1_Clostridium_sp._M62_1_genomic_scaffold_Scfld1__whole_genome_shotgun_sequence	Genome Set	648183	N/A	ICE	Firmicutes
UMGS1576_ERR2013621_bin.20_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_NODE_258_length_65317_cov_7.371303	Genome Set	65317	N/A	ICE	Firmicutes
8080_1_83_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_ERS138181.8080_1_83.4	Genome Set	294170	N/A	ICE	Firmicutes
18048_1_70_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_NA_.18048_1_70.3	Genome Set	310645	N/A	ICE	Firmicutes
18048_1_70_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_NA_.18048_1_70.2	Genome Set	478237	N/A	ICE	Firmicutes
UMGS2027_SRR1761721_bin.40_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_NODE_1068_length_13820_cov_12.028333	Genome Set	13820	N/A	ICE	Bacteroidetes
UMGS412_ERR525865_bin.1_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_NODE_726_length_22220_cov_27.2433	Genome Set	22220	N/A	ICE	Firmicutes
